id,trade_code,name
255,000345,鹏华丰融定期开放债券
256,000346,建信安心回报两年定开债A
257,000347,建信安心回报两年定开债C
258,000351,国富恒丰定期债券A
259,000352,国富恒丰定期债券C
260,000354,长盛城镇化主题混合
261,000355,南方丰元信用增强债券A
262,000356,南方丰元信用增强债券C
263,000359,易方达易理财货币
264,000360,信诚年年有余A
265,000361,信诚年年有余B
266,000362,国泰聚信价值优势灵活配置A
267,000363,国泰聚信价值优势灵活配置C
268,000366,汇添富添富通货币A
269,000367,国泰安康定期支付混合A
270,000368,汇添富沪深300安中指数
271,000369,广发全球医疗保健(QDII
272,000370,广发全球医疗保健美元
273,000371,民生加银现金宝货币A
274,000372,中银惠利半年定期开放债券
275,000373,华安中证细分医药ETF联接A
276,000376,华安中证细分医药ETF联接C
277,000377,上投摩根双债增利债券A
278,000378,上投摩根双债增利债券C
279,000379,平安日增利货币
280,000380,景顺长城景益货币A
281,000381,景顺长城景益货币B
282,000385,景顺长城景颐双利债券A
283,000386,景顺长城景颐双利债券C
284,000387,泰达宏利瑞利债券A
285,000388,泰达宏利瑞利债券B
286,000389,广发天天红货币A
287,000390,华商优势行业
288,000394,融通通源短融债券A
289,000395,汇添富安心中国债券A
290,000396,汇添富安心中国债券C
291,000397,汇添富全额宝货币
292,000398,华富灵活配置混合
293,000400,中融增鑫定期开放债券A
294,000401,中融增鑫定期开放债券C
295,000402,工银纯债债券A
296,000403,工银纯债债券B
297,000404,易方达新兴成长灵活配置
298,000406,汇添富双利增强债券A
299,000407,汇添富双利增强债券C
300,000408,民生加银城镇化混合
301,000409,鹏华环保产业股票
302,000410,益民服务领先混合
303,000411,景顺长城优质成长
304,000414,嘉实绝对收益策略定期混合
305,000415,大摩添利18个月开放债券A
306,000416,大摩添利18个月开放债券C
307,000417,国联安新精选混合
308,000418,景顺长城成长之星
309,000419,大摩优质信价纯债A
310,000420,大摩优质信价纯债C
311,000421,华泰柏瑞丰汇债券A
312,000422,华泰柏瑞丰汇债券C
313,000423,前海开源事件驱动混合A
314,000424,长盛添利宝货币A
315,000425,长盛添利宝货币B
316,000426,大成信用增利一年定开债券A
317,000427,大成信用增利一年定开债券C
318,000428,易方达聚盈分级债券发起式
319,000429,易方达聚盈分级债券发起式A
320,000430,易方达聚盈分级债券发起式B
321,000431,鹏华品牌传承混合
322,000432,中银优秀企业混合
323,000433,安信鑫发优选混合
324,000434,新华壹诺宝货币A
325,000435,建信稳定添利债券A
326,000436,易方达裕惠定开混合发起式
327,000437,融通月月添利定开债A
328,000438,融通月月添利定开债B
329,000439,国金鑫盈货币
330,000452,南方医药保健灵活配置混合
331,000457,上投摩根核心成长
332,000458,英大领先回报发起式
333,000462,农银主题轮动混合
334,000463,华商双债丰利债券A
335,000464,嘉实活期宝货币
336,000465,景顺长城鑫月薪定期支付债券
337,000466,融通通瑞债券A/B
338,000469,富国目标齐利一年期纯债债券
339,000471,富国城镇发展股票
340,000475,广发天天利货币A
341,000476,广发天天利货币B
342,000477,广发主题领先混合
343,000478,建信中证500指数增强A
344,000480,东方红新动力混合
345,000481,华商双债丰利债券C
346,000483,鑫元货币A
347,000484,鑫元货币B
348,000485,嘉实1个月理财债券A
349,000486,嘉实1个月理财债券E
350,000487,嘉实3个月理财债券A
351,000488,嘉实3个月理财债券E
352,000489,光大岁末红利纯债A
353,000490,光大岁末红利纯债C
354,000493,南方现金通货币A
355,000494,南方现金通货币B
356,000495,南方现金通货币C
357,000496,长安产业精选混合A
358,000497,财通纯债债券A
359,000501,华富恒富18个月定开债C
360,000502,华富恒富18个月定开债A
361,000503,中信建投稳信一年A
362,000504,中信建投稳信一年C
363,000505,国寿安保货币A
364,000506,国寿安保货币B
365,000507,泰达宏利宏达混合A
366,000508,泰达宏利宏达混合B
367,000509,广发钱袋子货币A
368,000510,诺安永鑫收益一年定开债券
369,000511,国泰国策驱动灵活配置混合A
370,000512,国泰结构转型灵活配置混合A
371,000513,富国高端制造行业股票
372,000516,富国祥利一年期定期开放债券型A
373,000517,富国祥利一年期定期开放债券
374,000520,上银新兴价值成长混合
375,000521,诺安瑞鑫定开债券
376,000522,华润元大信息传媒科技混合
377,000523,国投瑞银医疗保健混合
378,000524,上投摩根民生需求
379,000526,国泰浓益灵活配置混合A
380,000527,南方新优享灵活配置混合A
381,000528,工银薪金货币A
382,000529,广发竞争优势混合
383,000530,招商丰盛稳定增长混合A
384,000531,东吴阿尔法灵活配置混合
385,000532,景顺长城优势企业混合
386,000533,永赢货币
387,000534,长盛高端装备制造灵活配置
388,000535,长盛航天海工装备灵活配置
389,000536,前海开源可转债债券
390,000538,诺安优势行业混合A
391,000539,中银活期宝货币
392,000540,国金金腾通货币A
393,000541,华商创新成长混合发起式
394,000542,上银慧财宝货币A
395,000543,上银慧财宝货币B
396,000545,中邮核心竞争力灵活配置混合
397,000546,兴业定开债券A
398,000547,建信健康民生混合
399,000548,鹏华聚财通货币
400,000549,华安大国新经济股票
401,000550,广发新动力混合
402,000551,信诚幸福消费混合
403,000552,中加纯债一年A
404,000553,中加纯债一年C
405,000554,中国梦基金
406,000556,国投瑞银新机遇灵活配置混合A
407,000557,国投瑞银新机遇灵活配置混合C
408,000559,诺安天天宝A
409,000560,诺安天天宝E
410,000561,南方启元债券A
411,000562,南方启元债券C
412,000563,南方通利债券A
413,000564,南方通利债券C
414,000566,华泰柏瑞创新升级混合
415,000567,广发聚祥灵活混合
416,000569,鹏华增值宝货币
417,000571,中邮双动力混合
418,000572,中银多策略混合
419,000573,天弘通利混合
420,000574,宝盈新价值混合
421,000575,兴全添利宝货币
422,000576,中邮货币A
423,000577,安信价值精选股票
424,000578,鑫元恒鑫收益增强A
425,000579,鑫元恒鑫收益增强C
426,000580,中邮货币B
427,000581,嘉实活钱包货币A
428,000583,江信聚福
429,000584,新华鑫益灵活配置混合
430,000585,嘉实对冲套利定期混合
431,000586,景顺中小板创业板精选股票
432,000587,大成灵活配置混合
433,000588,招商招钱宝货币A
434,000589,光大银发商机混合
435,000590,华安新活力混合
436,000591,中银健康生活混合
437,000592,建信改革红利股票
438,000593,易方达标普消费品指数美元现汇A
439,000594,大摩进取优选股票
440,000595,嘉实泰和混合
441,000596,前海开源中证军工指数A
442,000597,中海积极收益混合
443,000598,长盛生态环境混合
444,000599,信诚薪金宝货币
445,000600,汇添富和聚宝货币
446,000601,华宝创新优选混合
447,000602,富国安益货币
448,000603,易方达创新驱动灵活配置混合
449,000604,银华多利宝货币A
450,000605,银华多利宝货币B
451,000606,天弘优选债券
452,000607,招商招钱宝货币B
453,000609,华商新量化灵活配置混合
454,000612,华宝生态中国混合
455,000613,国寿安保沪深300ETF联接
456,000614,华安德国30(DAX)联接
457,000615,长城工资宝货币A
458,000616,上投摩根优信增利债券A
459,000617,上投摩根优信增利债券C
460,000618,嘉实薪金宝货币
461,000619,东方红产业升级混合
462,000620,易方达现金增利货币A
463,000621,易方达现金增利货币B
464,000623,华富恒财定开债C
465,000624,华富恒财定开债A
466,000625,诺安天天宝B
467,000626,大成丰财宝货币A
468,000627,大成丰财宝货币B
469,000628,大成高新技术产业股票
470,000629,圆信永丰纯债A
471,000630,圆信永丰纯债C
472,000632,中银聚利半年定开债
473,000634,富国天盛灵活配置基金
474,000638,富国富钱包货币
475,000639,宝盈祥瑞混合
476,000640,诺安理财宝货币A
477,000641,诺安理财宝货币B
478,000642,汇添富货币C
479,000644,招商招金宝货币A
480,000645,华夏薪金宝货币
481,000646,华润元大医疗保健量化混合
482,000647,易方达财富快线货币A
483,000648,易方达财富快线货币B
484,000649,长城久鑫灵活配置
485,000650,汇添富货币D
486,000651,招商招金宝货币B
487,000652,博时裕隆混合
488,000654,华商新锐产业混合
489,000655,鑫元稳利债券
490,000656,前海开源沪深300指数
491,000657,银华活钱宝货币A
492,000658,银华活钱宝货币B
493,000659,银华活钱宝货币C
494,000660,银华活钱宝货币D
495,000661,银华活钱宝货币E
496,000662,银华活钱宝货币F
497,000663,国投瑞银美丽中国混合
498,000664,国联安通盈混合A
499,000665,博时现金收益货币B
500,000667,工银绝对收益混合发起A
501,000668,国寿安保尊享债券A
502,000669,国寿安保尊享债券C
503,000672,工银绝对收益混合发起B
504,000674,中海惠祥分级债券
505,000675,中海惠祥分级债券A
506,000676,中海惠祥分级债券B
507,000677,工银现金货币
508,000678,华宝现金宝货币E
509,000679,招商丰利灵活配置混合A
510,000681,信达澳银慧管家货币A
511,000682,信达澳银慧管家货币C
512,000683,信达澳银慧管家货币E
513,000684,长盛养老健康产业灵活配置混
514,000686,建信嘉薪宝货币A
515,000687,南方薪金宝
516,000688,景顺长城研究精选股票
517,000689,前海开源新经济混合
518,000690,前海开源大海洋混合
519,000692,汇添富双利债券C
520,000693,建信现金添利货币A
521,000694,鑫元鸿利债券
522,000695,大成景益平稳收益混合
523,000696,汇添富环保行业股票
524,000697,汇添富移动互联股票
525,000698,宝盈科技30混合
526,000699,中银薪钱包货币
527,000700,泰达宏利货币B
528,000701,景顺长城景丰货币A
529,000704,易方达天天增利货币A
530,000705,易方达天天增利货币B
531,000706,中邮多策略灵活配置混合
532,000707,景顺长城景丰货币B
533,000708,华安安享混合
534,000709,华安汇财通货币
535,000710,交银现金宝货币A
536,000711,嘉实医疗保健股票
537,000712,上投摩根天添宝货币A
538,000713,上投摩根天添宝货币B
539,000714,诺安稳健回报灵活配置混合
540,000715,民生加银家盈理财月度E
541,000716,工银薪金货币B
542,000717,融通转型三动力灵活配置混合
543,000719,南方现金通E
544,000720,南方稳利1年定开债C
545,000721,兴业货币A
546,000722,兴业货币B
547,000723,建信稳定添利债券C
548,000724,大成添利宝货币A
549,000725,大成添利宝货币B
550,000726,大成添利宝货币E
551,000727,融通健康产业灵活配置混合
552,000728,工银目标收益一年定开C
553,000729,建信中小盘先锋股票
554,000730,博时现金宝货币A
555,000734,博时天天增利货币A
556,000735,博时天天增利货币B
557,000736,诺安聚利债券A
558,000737,诺安聚利债券C
559,000738,中信建投货币A
560,000739,平安新鑫先锋A
561,000740,兴银货币B
562,000741,兴银货币A
563,000742,国泰新经济灵活配置混合
564,000743,红塔红土盛世普益混合发起式
565,000744,北信瑞丰稳定收益A
566,000745,北信瑞丰稳定收益C
567,000746,招商行业精选股票基金
568,000747,广发逆向策略混合
569,000748,广发活期宝货币A
570,000750,安信现金增利货币A
571,000751,嘉实新兴产业股票
572,000753,华宝量化对冲混合A
573,000754,华宝量化对冲混合C
574,000755,富安达新兴成长混合
575,000756,建信潜力新蓝筹股票
576,000757,华富智慧城市灵活配置混合
577,000758,招商招钱宝货币C
578,000759,平安财富宝货币
579,000760,工银财富货币A
580,000761,国富健康优质生活股票
581,000762,汇添富绝对收益定开混合
582,000763,工银新财富灵活配置混合
583,000764,万家货币E
584,000767,华富国泰民安灵活配置混合
585,000768,长城久盈纯债债券
586,000769,长城久盈纯债分级债券A
587,000770,长城久盈纯债分级债券B
588,000771,诺安聚鑫宝货币A
589,000772,景顺长城中国回报灵活配置
590,000773,万家现金宝A
591,000778,鹏华先进制造股票
592,000779,诺安聚鑫宝货币B
593,000780,鹏华医疗保健股票
594,000781,国投瑞银岁增利债券A
595,000782,国投瑞银岁增利债券C
596,000783,博时月月盈短期理财债券A
597,000784,博时月月盈短期理财债券R
598,000785,华融现金增利货币A
599,000786,华融现金增利货币B
600,000787,华融现金增利货币C
601,000788,前海开源中国成长混合
602,000789,易方达龙宝货币A
603,000790,易方达龙宝货币B
604,000791,银华双月定期理财债券A
605,000792,招商定期宝六个月期理财债券
606,000793,工银高端制造股票
607,000794,宝盈睿丰创新混合A/B
608,000796,宝盈睿丰创新混合C
609,000797,方正富邦金小宝货币
610,000798,民生加银家盈季度定期宝
611,000799,民生加银家盈半年定期宝
612,000800,华商未来主题混合
613,000801,中金纯债A
614,000802,中金纯债C
615,000803,工银研究精选股票
616,000804,中信建投稳利混合A
617,000805,中银新经济灵活配置混合
618,000808,招商招利1个月期理财债券A
619,000809,招商招利1个月期理财债券B
620,000810,富国收益增强债券A
621,000812,富国收益增强债券C
622,000814,鑫元合享纯债C
623,000815,鑫元合享纯债A
624,000816,南方理财金交易型货币A
625,000817,中银安心回报
626,000818,诺安天天宝C
627,000822,东海美丽中国灵活配置
628,000823,银华高端制造业
629,000824,圆信永丰双利A
630,000825,圆信永丰双利C
631,000826,广发百发100指数A
632,000827,广发百发100指数E
633,000828,泰达转型机遇
634,000829,易方达天天发货币A
635,000830,易方达天天发货币B
636,000831,工银医疗保健股票
637,000832,天弘现金管家货币C
638,000833,易方达掌柜季季盈理财债券A
639,000834,大成纳斯达克100指数
640,000835,华润元大富时中国A50指数
641,000836,国投瑞银钱多宝货币A
642,000837,国投瑞银钱多宝货币I
643,000839,上投摩根纯债丰利债券A
644,000840,上投摩根纯债丰利债券C
645,000841,富国新回报灵活配置混合A/
646,000843,富国新回报灵活配置混合C
647,000844,南方绝对收益
648,000845,国投瑞银信息消费混合
649,000846,中融货币C
650,000847,中融货币A
651,000848,工银添益快线货币
652,000849,汇丰晋信双核策略混合A
653,000850,汇丰晋信双核策略混合C
654,000854,鹏华养老产业
655,000855,上投摩根天添盈货币A
656,000856,上投摩根天添盈货币B
657,000857,上投摩根天添盈货币E
658,000859,融通通瑞债券C
659,000860,银华惠增利货币
660,000861,长城货币E
661,000862,富国天时货币C
662,000863,富国天时货币D
663,000866,华宝制造股票
664,000867,华宝品质生活股票
665,000868,国投瑞银增利宝货币A
666,000869,国投瑞银增利宝货币B
667,000870,嘉实新收益混合
668,000871,北信瑞丰宜投宝A
669,000872,北信瑞丰宜投宝B
670,000873,华安现金宝货币A
671,000874,华安现金宝货币B
672,000875,建信稳定得利债券A
673,000876,建信稳定得利债券C
674,000877,华泰柏瑞量化优选混合
675,000878,中海医药健康产业精选混合A
676,000879,中海医药健康产业精选混合C
677,000880,富国研究精选灵活配置混合
678,000882,中金现金管家A
679,000883,中金现金管家B
680,000884,民生加银优选
681,000885,广发全球农业指数美元现汇
682,000887,上投摩根稳进回报混合
683,000889,上投摩根纯债添利债券A
684,000890,上投摩根纯债添利债券C
685,000891,博时现金宝货币B
686,000892,九泰天宝灵活配置混合A
687,000893,工银创新动力股票
688,000894,中欧睿达定期开放混合
689,000895,国寿安保薪金宝货币
690,000896,鑫元聚鑫收益增强债A
691,000897,鑫元聚鑫收益增强债C
692,000898,华富恒稳纯债债券A
693,000899,华富恒稳纯债债券C
694,000901,国开货币A
695,000902,国开货币B
696,000903,新华活期添利货币A
697,000904,银华回报灵活配置定期开放混
698,000905,鹏华安盈宝货币
699,000906,广发全球精选股票美元现汇
700,000907,农银红利日结货币A
701,000908,农银红利日结货币B
702,000910,鑫元合丰纯债C
703,000911,鑫元合丰纯债A
704,000912,英大现金宝货币
705,000913,农银医疗保健股票
706,000914,中加纯债债券
707,000916,前海开源股息率100强股票
708,000917,嘉实快线货币A
709,000920,易方达财富快线货币Y
710,000921,中邮现金驿站A
711,000922,中邮现金驿站B
712,000923,中邮现金驿站C
713,000924,宝盈先进制造混合
714,000925,汇添富外延增长主题股票
715,000926,中信建投睿信灵活配置混合A
716,000927,博时大中华亚太精选美元现汇
717,000928,中融国企改革混合
718,000929,博时黄金ETFD
719,000930,博时黄金ETFI
720,000931,国寿安保尊益信用纯债一年
721,000932,前海开源睿远稳健增利混合A
722,000933,前海开源睿远稳健增利混合C
723,000934,国富大中华精选混合
724,000935,浙商汇金转型成长
725,000936,博时产业新动力混合A
726,000937,华商稳固添利债券A
727,000938,华商稳固添利债券C
728,000939,中银研究精选灵活配置混合
729,000940,富国中小盘精选混合
730,000942,广发信息技术联接A
731,000943,工银中高等级信用债债券A
732,000944,工银中高等级信用债债券B
733,000945,华夏医疗健康混合A
734,000946,华夏医疗健康混合C
735,000948,华夏沪港通恒生ETF联接A
736,000950,易方达沪深300非银ETF联接
737,000951,中银理财90天债券A
738,000952,中银理财90天债券B
739,000953,国泰睿吉灵活配置混合A
740,000954,国泰睿吉灵活配置混合C
741,000955,南方产业活力
742,000958,东吴鼎元A
743,000959,东吴鼎元C
744,000960,招商医药健康产业股票
745,000961,天弘沪深300指数A
746,000962,天弘中证500指数A
747,000963,兴业多策略混合
748,000965,汇丰晋信新动力混合
749,000966,中邮核心科技创新灵活配置混合
750,000967,华泰柏瑞创新动力混合
751,000968,广发养老指数A
752,000969,前海开源大安全混合
753,000970,东方红睿元混合
754,000971,诺安新经济股票
755,000972,新华万银策略灵活配置混合
756,000973,新华增盈回报债券
757,000974,安信消费医药股票
758,000975,MSCI中国A股国际通联接
759,000976,长城新兴产业混合
760,000977,长城环保主题混合
761,000978,景顺长城量化精选股票
762,000979,景顺长城沪港深精选股票
763,000980,汇添富添富通货币B
764,000981,北信瑞丰现金添利A
765,000982,北信瑞丰现金添利B
766,000985,嘉实逆向策略股票
767,000986,太平灵活配置
768,000988,嘉实全球互联网股票人民币
769,000989,嘉实全球互联网股票美元现汇
770,000990,嘉实全球互联网股票美元现钞
771,000991,工银战略转型股票
772,000992,广发对冲套利定期开放混合
773,000993,华宝稳健回报混合
774,000994,建信睿盈灵活配置混合A
775,000995,建信睿盈灵活配置混合C
776,000996,中银新动力股票
777,000997,南方双元A
778,000998,南方双元C
779,001000,中欧明睿新起点混合
780,001001,华夏债券A/B
781,001003,华夏债券C
782,001004,新华稳健回报混合发起式
783,001006,中信建投凤凰货币A
784,001007,国联安鑫安灵活配置混合
785,001008,工银国企改革股票
786,001009,上投摩根安全战略股票
787,001010,易方达增金宝货币
788,001011,华夏希望债券A
789,001013,华夏希望债券C
790,001014,中融融安混合
791,001015,华夏沪深300指数增强A
792,001016,华夏沪深300指数增强C
793,001017,泰达改革动力混合A
794,001018,易方达新经济混合
795,001019,兴业年年利定开债
796,001021,华夏亚债中国指数A
797,001023,华夏亚债中国指数C
798,001026,诺安理财宝货币C
799,001027,前海开源中证大农业指数增强
800,001028,华安物联网主题股票
801,001030,天弘云端生活优选
802,001031,华夏安康优选债券A
803,001033,华夏安康优选债券C
804,001035,中银恒利半年定开债
805,001036,嘉实企业变革股票
806,001037,国投瑞银锐意改革混合
807,001039,嘉实先进制造股票
808,001040,新华策略精选股票
809,001041,南方理财60天债券E
810,001042,华夏领先股票
811,001043,工银美丽城镇股票
812,001044,嘉实新消费股票
813,001045,华夏可转债增强债券A
814,001046,华夏可转债增强债券I
815,001047,光大国企改革股票
816,001048,富国新兴产业股票
817,001050,汇添富成长多因子量化策略股
818,001051,华夏上证50ETF联接A
819,001052,华夏中证500ETF联接A
820,001053,南方创新经济
821,001054,工银新金融股票
822,001056,北信瑞丰健康生活
823,001057,华夏理财30天债券A
824,001058,华夏理财30天债券B
825,001059,中金绝对收益
826,001060,前海开源高端装备制造混合
827,001061,华夏收益债券(QDII)A
828,001063,华夏收益债券(QDII)C
829,001064,广发中证环保ETF联接A
830,001065,华夏海外收益债券现汇
831,001066,华夏海外收益债券现钞
832,001067,鹏华弘盛混合A
833,001068,华融新锐灵活配置混合
834,001069,华泰柏瑞消费成长混合
835,001070,建信信息产业股票
836,001071,华安媒体互联网混合
837,001072,华安智能装备主题股票
838,001073,华泰柏瑞量化绝对收益混合
839,001074,华泰柏瑞量化驱动混合A
840,001075,宝盈转型动力混合
841,001076,易方达改革红利混合
842,001077,华夏现金宝货币A
843,001078,华夏现金宝货币B
844,001086,华富恒利债券A
845,001087,华富恒利债券C
846,001088,华宝国策导向混合
